Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-75.67,45.32,OTTAWA INTL A,6106001,2022-04-27,2022,04,27,,6.0,,-0.9,,2.6,,15.4,,0.0,,1.6,,2.0,,4.4,,,,32,,54,
-75.67,45.32,OTTAWA INTL A,6106001,2022-04-28,2022,04,28,,10.3,,-1.5,,4.4,,13.6,,0.0,,0.0,,0.0,,0.0,,,,31,,60,
-75.67,45.32,OTTAWA INTL A,6106001,2022-04-29,2022,04,29,,13.4,,-2.1,,5.7,,12.3,,0.0,,0.0,,0.0,,0.0,,,,32,,49,
-75.67,45.32,OTTAWA INTL A,6106001,2022-04-30,2022,04,30,,16.2,,-0.9,,7.7,,10.3,,0.0,,0.0,,0.0,,0.0,,,,34,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-01,2022,05,01,,19.6,,1.8,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,,,8,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-02,2022,05,02,,15.4,,7.1,,11.3,,6.7,,0.0,,0.8,,0.0,,0.8,,,,7,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-03,2022,05,03,,14.1,,9.5,,11.8,,6.2,,0.0,,5.0,,0.0,,5.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-04,2022,05,04,,18.1,,6.0,,12.1,,5.9,,0.0,,3.1,,0.0,,3.1,,,,33,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-05,2022,05,05,,17.8,,4.1,,11.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,26,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-06,2022,05,06,,16.8,,5.7,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,,,4,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-07,2022,05,07,,15.2,,2.3,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,,,5,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-08,2022,05,08,,19.2,,1.1,,10.2,,7.8,,0.0,,0.0,,0.0,,0.0,,,,3,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-09,2022,05,09,,22.9,,3.0,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,10,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-10,2022,05,10,,25.4,,5.9,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,11,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-11,2022,05,11,,28.4,,4.6,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-12,2022,05,12,,30.5,,10.5,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-13,2022,05,13,,30.3,,14.4,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,20,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-14,2022,05,14,,31.2,,14.2,,22.7,,0.0,,4.7,,0.0,,0.0,,0.0,,,,16,,53,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-15,2022,05,15,,25.4,,15.4,,20.4,,0.0,,2.4,,10.6,,0.0,,10.6,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-16,2022,05,16,,22.4,,10.3,,16.4,,1.6,,0.0,,28.4,,0.0,,28.4,,,,33,,54,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-17,2022,05,17,,15.3,,4.6,,10.0,,8.0,,0.0,,1.4,,0.0,,1.4,,,,31,,63,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-18,2022,05,18,,17.9,,3.8,,10.9,,7.1,,0.0,,0.0,,0.0,,0.0,,,,31,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-19,2022,05,19,,11.7,,1.6,,6.7,,11.3,,0.0,,5.5,,0.0,,5.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-20,2022,05,20,,27.6,,7.6,,17.6,,0.4,,0.0,,0.0,T,0.0,,0.0,T,,,19,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-21,2022,05,21,,30.8,,16.5,,23.7,,0.0,,5.7,,15.0,,0.0,,15.0,,,,27,,120,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-22,2022,05,22,,20.8,,7.7,,14.3,,3.7,,0.0,,1.4,,0.0,,1.4,,,,29,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-23,2022,05,23,,17.1,,6.1,,11.6,,6.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-24,2022,05,24,,18.4,,6.0,,12.2,,5.8,,0.0,,0.0,,0.0,,0.0,,,,8,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-25,2022,05,25,,21.2,,4.7,,13.0,,5.0,,0.0,,0.0,T,0.0,,0.0,T,,,8,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-26,2022,05,26,,24.9,,12.6,,18.8,,0.0,,0.8,,2.5,,0.0,,2.5,,,,20,,55,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-27,2022,05,27,,21.5,,17.1,,19.3,,0.0,,1.3,,16.2,,0.0,,16.2,,,,21,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-28,2022,05,28,,22.6,,13.0,,17.8,,0.2,,0.0,,1.1,,0.0,,1.1,,,,31,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-29,2022,05,29,,26.1,,9.6,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,25,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-30,2022,05,30,,29.2,,12.3,,20.8,,0.0,,2.8,,0.0,T,0.0,,0.0,T,,,18,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-05-31,2022,05,31,,24.5,,14.0,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,10,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-01,2022,06,01,,19.1,,12.0,,15.6,,2.4,,0.0,,5.5,,0.0,,5.5,,,,8,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-02,2022,06,02,,19.0,,12.5,,15.8,,2.2,,0.0,,0.2,,0.0,,0.2,,,,7,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-03,2022,06,03,,23.9,,11.1,,17.5,,0.5,,0.0,,14.6,,0.0,,14.6,,,,21,,47,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-04,2022,06,04,,20.0,,7.8,,13.9,,4.1,,0.0,,0.0,T,0.0,,0.0,T,,,30,,54,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-05,2022,06,05,,22.4,,6.1,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,31,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-06,2022,06,06,,21.1,,7.4,,14.3,,3.7,,0.0,,2.8,,0.0,,2.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-07,2022,06,07,,19.1,,14.8,,17.0,,1.0,,0.0,,17.9,,0.0,,17.9,,,,18,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-08,2022,06,08,,24.0,,14.2,,19.1,,0.0,,1.1,,0.0,T,0.0,,0.0,T,,,27,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-09,2022,06,09,,19.5,,12.9,,16.2,,1.8,,0.0,,29.8,,0.0,,29.8,,,,29,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-10,2022,06,10,,21.7,,11.3,,16.5,,1.5,,0.0,,0.4,,0.0,,0.4,,,,27,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-11,2022,06,11,,25.2,,10.2,,17.7,,0.3,,0.0,,0.0,,0.0,,0.0,,,,19,,52,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-12,2022,06,12,,23.4,,12.9,,18.2,,0.0,,0.2,,2.3,,0.0,,2.3,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-13,2022,06,13,,22.6,,11.2,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,31,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-14,2022,06,14,,28.4,,10.7,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,32,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-15,2022,06,15,,24.4,,14.9,,19.7,,0.0,,1.7,,0.0,T,0.0,,0.0,T,,,11,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-16,2022,06,16,,30.1,,17.3,,23.7,,0.0,,5.7,,8.2,,0.0,,8.2,,,,22,,69,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-17,2022,06,17,,,M,,M,,M,,M,,M,0.4,,0.0,,0.4,,,,29,,71,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-18,2022,06,18,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,33,,62,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-19,2022,06,19,,22.5,,8.4,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,,,33,,57,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-20,2022,06,20,,25.2,,7.5,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-21,2022,06,21,,17.2,,13.2,,15.2,,2.8,,0.0,,16.9,,0.0,,16.9,,,,12,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-22,2022,06,22,,28.9,,14.4,,21.7,,0.0,,3.7,,0.0,T,0.0,,0.0,T,,,17,,39,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-23,2022,06,23,,20.8,,14.4,,17.6,,0.4,,0.0,,1.3,,0.0,,1.3,,,,18,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-24,2022,06,24,,27.6,,13.0,,20.3,,0.0,,2.3,,0.2,,0.0,,0.2,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-25,2022,06,25,,30.9,,15.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-26,2022,06,26,,31.4,,16.1,,23.8,,0.0,,5.8,,0.0,T,0.0,,0.0,T,,,20,,49,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-27,2022,06,27,,22.8,,14.9,,18.9,,0.0,,0.9,,1.0,,0.0,,1.0,,,,26,,52,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-28,2022,06,28,,24.7,,12.7,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,33,,58,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-29,2022,06,29,,22.5,,11.4,,17.0,,1.0,,0.0,,1.8,,0.0,,1.8,,,,25,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-06-30,2022,06,30,,25.0,,10.4,,17.7,,0.3,,0.0,,0.0,T,0.0,,0.0,T,,,21,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-01,2022,07,01,,28.5,,19.1,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,,,21,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-02,2022,07,02,,27.9,,14.3,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,25,,51,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-03,2022,07,03,,25.2,,11.7,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,26,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-04,2022,07,04,,27.1,,12.6,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,33,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-05,2022,07,05,,21.1,,16.3,,18.7,,0.0,,0.7,,1.7,,0.0,,1.7,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-06,2022,07,06,,24.4,,11.6,,18.0,,0.0,,0.0,,0.8,,0.0,,0.8,,,,2,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-07,2022,07,07,,26.2,,10.2,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,26,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-08,2022,07,08,,25.6,,14.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,28,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-09,2022,07,09,,23.9,,11.0,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,,,26,,39,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-10,2022,07,10,,29.1,,11.4,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,19,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-11,2022,07,11,,29.9,,15.4,,22.7,,0.0,,4.7,,1.7,,0.0,,1.7,,,,20,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-12,2022,07,12,,27.4,,14.9,,21.2,,0.0,,3.2,,20.8,,0.0,,20.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-13,2022,07,13,,25.9,,13.0,,19.5,,0.0,,1.5,,0.8,,0.0,,0.8,,,,,,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-14,2022,07,14,,25.2,,13.9,,19.6,,0.0,,1.6,,0.0,T,0.0,,0.0,T,,,33,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-15,2022,07,15,,27.5,,11.6,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-16,2022,07,16,,29.1,,15.2,,22.2,,0.0,,4.2,,0.0,,0.0,,0.0,,,,28,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-17,2022,07,17,,31.2,,16.0,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-18,2022,07,18,,22.9,,17.9,,20.4,,0.0,,2.4,,24.4,,0.0,,24.4,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-19,2022,07,19,,30.5,,18.0,,24.3,,0.0,,6.3,,0.0,,0.0,,0.0,,,,30,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-20,2022,07,20,,31.3,,20.4,,25.9,,0.0,,7.9,,0.0,T,0.0,,0.0,T,,,19,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-21,2022,07,21,,28.4,,19.0,,23.7,,0.0,,5.7,,8.0,,0.0,,8.0,,,,21,,55,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-22,2022,07,22,,30.1,,16.2,,23.2,,0.0,,5.2,,0.0,,0.0,,0.0,,,,22,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-23,2022,07,23,,30.4,,18.3,,24.4,,0.0,,6.4,,0.6,,0.0,,0.6,,,,21,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-24,2022,07,24,,26.7,,19.5,,23.1,,0.0,,5.1,,22.9,,0.0,,22.9,,,,28,,63,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-25,2022,07,25,,24.6,,14.7,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,26,,51,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-26,2022,07,26,,25.7,,12.1,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,21,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-27,2022,07,27,,26.7,,13.4,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,20,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-28,2022,07,28,,26.9,,16.6,,21.8,,0.0,,3.8,,7.3,,0.0,,7.3,,,,17,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-29,2022,07,29,,25.6,,15.1,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,25,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-30,2022,07,30,,24.9,,14.3,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,30,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-07-31,2022,07,31,,27.6,,13.8,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,20,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-01,2022,08,01,,29.1,,16.7,,22.9,,0.0,,4.9,,0.0,T,0.0,,0.0,T,,,20,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-02,2022,08,02,,25.1,,10.7,,17.9,,0.1,,0.0,,2.1,,0.0,,2.1,,,,31,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-03,2022,08,03,,27.5,,8.7,,18.1,,0.0,,0.1,,0.0,T,0.0,,0.0,T,,,23,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-04,2022,08,04,,28.3,,20.2,,24.3,,0.0,,6.3,,4.1,,0.0,,4.1,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-05,2022,08,05,,28.6,,17.5,,23.1,,0.0,,5.1,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-06,2022,08,06,,32.2,,15.6,,23.9,,0.0,,5.9,,0.0,,0.0,,0.0,,,,18,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-07,2022,08,07,,32.5,,20.6,,26.6,,0.0,,8.6,,47.6,,0.0,,47.6,,,,28,,94,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-08,2022,08,08,,20.6,,14.9,,17.8,,0.2,,0.0,,57.9,,0.0,,57.9,,,,6,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-09,2022,08,09,,19.6,,14.2,,16.9,,1.1,,0.0,,0.8,,0.0,,0.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-10,2022,08,10,,25.4,,16.2,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-11,2022,08,11,,25.6,,13.3,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,34,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-12,2022,08,12,,22.6,,10.1,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,33,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-13,2022,08,13,,25.0,,9.6,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-14,2022,08,14,,26.5,,10.0,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-15,2022,08,15,,27.8,,11.5,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-16,2022,08,16,,27.5,,15.8,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,2,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-17,2022,08,17,,27.4,,17.1,,22.3,,0.0,,4.3,,1.6,,0.0,,1.6,,,,4,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-18,2022,08,18,,26.9,,15.3,,21.1,,0.0,,3.1,,0.0,T,0.0,,0.0,T,,,35,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-19,2022,08,19,,29.5,,14.0,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-20,2022,08,20,,30.3,,16.6,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-21,2022,08,21,,25.6,,17.8,,21.7,,0.0,,3.7,,3.5,,0.0,,3.5,,,,15,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-22,2022,08,22,,25.1,,17.6,,21.4,,0.0,,3.4,,12.4,,0.0,,12.4,,,,16,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-23,2022,08,23,,23.4,,18.4,,20.9,,0.0,,2.9,,30.4,,0.0,,30.4,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-24,2022,08,24,,28.9,,14.8,,21.9,,0.0,,3.9,,1.1,,0.0,,1.1,,,,28,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-25,2022,08,25,,23.8,,16.4,,20.1,,0.0,,2.1,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-26,2022,08,26,,20.7,,15.0,,17.9,,0.1,,0.0,,7.1,,0.0,,7.1,,,,32,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-27,2022,08,27,,22.4,,11.1,,16.8,,1.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-28,2022,08,28,,26.3,,10.9,,18.6,,0.0,,0.6,,0.0,,0.0,,0.0,,,,,M,,M
