Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-29,2022,08,29,,31.1,,16.6,,23.9,,0.0,,5.9,,8.8,,0.0,,8.8,,,,21,,80,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-30,2022,08,30,,25.7,,18.4,,22.1,,0.0,,4.1,,6.0,,0.0,,6.0,,,,23,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-08-31,2022,08,31,,,M,,M,,M,,M,,M,5.7,,0.0,,5.7,,,,24,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-01,2022,09,01,,17.9,,9.2,,13.6,,4.4,,0.0,,14.9,,0.0,,14.9,,,,28,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-02,2022,09,02,,25.5,,8.6,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,18,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-03,2022,09,03,,28.3,,13.3,,20.8,,0.0,,2.8,,8.6,,0.0,,8.6,,,,30,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-04,2022,09,04,,18.8,,10.8,,14.8,,3.2,,0.0,,0.4,,0.0,,0.4,,,,34,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-05,2022,09,05,,21.5,,9.7,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-06,2022,09,06,,22.1,,10.5,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,4,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-07,2022,09,07,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-08,2022,09,08,,26.7,,12.7,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-09,2022,09,09,,26.6,,12.8,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-10,2022,09,10,,29.1,,12.8,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-11,2022,09,11,,26.0,,12.6,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-12,2022,09,12,,25.6,,12.7,,19.2,,0.0,,1.2,,0.8,,0.0,,0.8,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-13,2022,09,13,,21.4,,15.0,,18.2,,0.0,,0.2,,6.5,,0.0,,6.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-14,2022,09,14,,21.6,,6.7,,14.2,,3.8,,0.0,,2.4,,0.0,,2.4,,,,31,,45,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-15,2022,09,15,,16.2,,5.9,,11.1,,6.9,,0.0,,0.0,,0.0,,0.0,,,,33,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-16,2022,09,16,,18.6,,6.8,,12.7,,5.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-17,2022,09,17,,19.4,,7.2,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-18,2022,09,18,,20.6,,11.7,,16.2,,1.8,,0.0,,10.1,,0.0,,10.1,,,,8,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-19,2022,09,19,,13.3,,10.5,,11.9,,6.1,,0.0,,13.5,,0.0,,13.5,,,,6,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-20,2022,09,20,,15.4,,11.6,,13.5,,4.5,,0.0,,0.9,,0.0,,0.9,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-21,2022,09,21,,22.7,,10.9,,16.8,,1.2,,0.0,,3.0,,0.0,,3.0,,,,27,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-22,2022,09,22,,17.6,,6.5,,12.1,,5.9,,0.0,,0.0,T,0.0,,0.0,T,,,33,,58,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-23,2022,09,23,,13.1,,3.3,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,32,,57,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-24,2022,09,24,,18.8,,3.5,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,29,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-25,2022,09,25,,17.0,,9.2,,13.1,,4.9,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-26,2022,09,26,,19.1,,9.1,,14.1,,3.9,,0.0,,3.5,,0.0,,3.5,,,,20,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-27,2022,09,27,,15.6,,10.3,,13.0,,5.0,,0.0,,0.5,,0.0,,0.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-28,2022,09,28,,14.1,,8.9,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,,,32,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-29,2022,09,29,,13.6,,3.4,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-09-30,2022,09,30,,18.3,,1.8,,10.1,,7.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-01,2022,10,01,,18.5,,5.8,,12.2,,5.8,,0.0,,0.0,,0.0,,0.0,,,,35,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-02,2022,10,02,,13.7,,-0.7,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,4,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-03,2022,10,03,,15.2,,0.5,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-04,2022,10,04,,17.6,,-1.2,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-05,2022,10,05,,21.9,,1.9,,11.9,,6.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-06,2022,10,06,,22.4,,8.8,,15.6,,2.4,,0.0,,0.0,T,0.0,,0.0,T,,,22,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-07,2022,10,07,,14.6,,-0.3,,7.2,,10.8,,0.0,,2.8,,0.0,,2.8,,,,28,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-08,2022,10,08,,9.4,,-2.1,,3.7,,14.3,,0.0,,0.0,T,0.0,,0.0,T,,,26,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-09,2022,10,09,,11.5,,0.3,,5.9,,12.1,,0.0,,0.2,,0.0,,0.2,,,,31,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-10,2022,10,10,,11.4,,0.8,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,31,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-11,2022,10,11,,17.7,,0.9,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-12,2022,10,12,,19.1,,4.0,,11.6,,6.4,,0.0,,0.0,T,0.0,,0.0,T,,,18,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-13,2022,10,13,,16.8,,9.4,,13.1,,4.9,,0.0,,10.0,,0.0,,10.0,,,,17,,62,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-14,2022,10,14,,16.8,,3.6,,10.2,,7.8,,0.0,,0.6,,0.0,,0.6,,,,21,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-15,2022,10,15,,17.4,,2.1,,9.8,,8.2,,0.0,,0.3,,0.0,,0.3,,,,17,,73,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-16,2022,10,16,,13.4,,2.5,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,20,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-17,2022,10,17,,9.0,,6.1,,7.6,,10.4,,0.0,,13.0,,0.0,,13.0,,,,21,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-18,2022,10,18,,10.5,,1.4,,6.0,,12.0,,0.0,,0.3,,0.0,,0.3,,,,16,,31,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-19,2022,10,19,,9.9,,-1.9,,4.0,,14.0,,0.0,,1.9,,0.0,,1.9,,,,15,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-20,2022,10,20,,9.3,,2.5,,5.9,,12.1,,0.0,,0.0,T,0.0,,0.0,T,,,22,,59,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-21,2022,10,21,,14.2,,0.6,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,20,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-22,2022,10,22,,21.0,,7.6,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,19,,40,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-23,2022,10,23,,21.4,,2.1,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-24,2022,10,24,,21.2,,5.2,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-25,2022,10,25,,20.3,,9.6,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-26,2022,10,26,,24.3,,8.8,,16.6,,1.4,,0.0,,0.0,T,0.0,,0.0,T,,,29,,71,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-27,2022,10,27,,8.8,,-1.9,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,28,,60,
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-28,2022,10,28,,8.8,,-3.0,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-29,2022,10,29,,15.7,,-2.6,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-30,2022,10,30,,17.3,,-1.0,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-10-31,2022,10,31,,14.4,,3.5,,9.0,,9.0,,0.0,,0.5,,0.0,,0.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-01,2022,11,01,,16.2,,6.8,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-02,2022,11,02,,15.5,,2.4,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-03,2022,11,03,,17.0,,0.1,,8.6,,9.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-04,2022,11,04,,20.7,,4.7,,12.7,,5.3,,0.0,,0.0,,0.0,,0.0,,,,19,,45,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-05,2022,11,05,,23.4,,14.8,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,22,,52,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-06,2022,11,06,,21.7,,12.9,,17.3,,0.7,,0.0,,1.7,,0.0,,1.7,,,,23,,59,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-07,2022,11,07,,13.9,,3.6,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,,,27,,64,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-08,2022,11,08,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,33,,51,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-09,2022,11,09,,10.6,,-5.5,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,,,21,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-10,2022,11,10,,18.3,,8.6,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,20,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-11,2022,11,11,,17.3,,10.0,,13.7,,4.3,,0.0,,23.5,,0.0,,23.5,,,,19,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-12,2022,11,12,,13.6,,3.4,,8.5,,9.5,,0.0,,4.1,,0.0,,4.1,,,,29,,50,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-13,2022,11,13,,3.4,,-1.9,,0.8,,17.2,,0.0,,0.0,,0.0,T,0.0,T,,,29,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-14,2022,11,14,,2.7,,-5.3,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,,,27,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-15,2022,11,15,,0.4,,-5.8,,-2.7,,20.7,,0.0,,0.0,,0.0,T,0.0,T,,,10,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-16,2022,11,16,,0.1,,-2.6,,-1.3,,19.3,,0.0,,0.0,,7.0,,4.8,,2,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-17,2022,11,17,,-1.7,,-12.7,,-7.2,,25.2,,0.0,,0.0,,0.0,T,0.0,T,6,,29,,41,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-18,2022,11,18,,-3.5,,-10.8,,-7.2,,25.2,,0.0,,0.0,,2.2,,0.9,,7,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-19,2022,11,19,,-0.2,,-7.8,,-4.0,,22.0,,0.0,,0.0,,1.6,,1.1,,7,,20,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-20,2022,11,20,,-3.5,,-13.5,,-8.5,,26.5,,0.0,,0.0,,1.2,,0.6,,10,,27,,64,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-21,2022,11,21,,3.7,,-12.6,,-4.5,,22.5,,0.0,,0.0,,0.0,T,0.0,T,9,,28,,78,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-22,2022,11,22,,-1.0,,-11.2,,-6.1,,24.1,,0.0,,0.0,,0.0,T,0.0,T,7,,29,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-23,2022,11,23,,2.5,,-6.3,,-1.9,,19.9,,0.0,,0.0,,0.0,T,0.0,T,4,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-24,2022,11,24,,3.5,,-3.3,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,3,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-25,2022,11,25,,4.9,,-2.3,,1.3,,16.7,,0.0,,3.9,,0.0,T,3.9,,2,,27,,57,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-26,2022,11,26,,10.4,,-0.2,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,0,T,22,,44,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-27,2022,11,27,,9.2,,1.5,,5.4,,12.6,,0.0,,2.9,,0.0,,2.9,,0,T,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-28,2022,11,28,,3.5,,-1.9,,0.8,,17.2,,0.0,,0.0,,0.0,T,0.0,T,,,32,,48,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-29,2022,11,29,,1.0,,-2.5,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,,,9,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-11-30,2022,11,30,,7.4,,-1.2,,3.1,,14.9,,0.0,,20.8,,0.0,T,20.8,,,,25,,74,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-01,2022,12,01,,1.5,,-6.0,,-2.3,,20.3,,0.0,,0.0,,0.4,,0.0,T,0,T,29,,62,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-02,2022,12,02,,3.1,,-4.2,,-0.6,,18.6,,0.0,,0.4,,0.0,T,0.4,,0,T,18,,33,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-03,2022,12,03,,8.7,,-2.9,,2.9,,15.1,,0.0,,2.0,,0.0,T,2.0,,,,25,,76,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-04,2022,12,04,,1.5,,-7.2,,-2.9,,20.9,,0.0,,0.0,,0.0,T,0.0,T,,,28,,49,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-05,2022,12,05,,5.6,,-0.3,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,,,18,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-06,2022,12,06,,4.9,,1.7,,3.3,,14.7,,0.0,,1.6,,0.0,,1.6,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-07,2022,12,07,,4.4,,2.7,,3.6,,14.4,,0.0,,5.5,,0.0,,5.5,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-08,2022,12,08,,2.9,,-4.2,,-0.7,,18.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-09,2022,12,09,,-0.7,,-9.5,,-5.1,,23.1,,0.0,,0.0,,0.0,,0.0,,,,1,,32,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-10,2022,12,10,,-4.9,,-11.9,,-8.4,,26.4,,0.0,,0.0,,0.0,,0.0,,,,6,,46,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-11,2022,12,11,,-6.0,,-9.0,,-7.5,,25.5,,0.0,,0.0,,12.0,,6.7,,6,E,8,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-12,2022,12,12,,-4.3,,-12.1,,-8.2,,26.2,,0.0,,0.0,,0.0,,0.0,,10,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-13,2022,12,13,,-2.9,,-13.2,,-8.1,,26.1,,0.0,,0.0,,0.0,,0.0,,,,35,,43,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-14,2022,12,14,,-2.4,,-11.4,,-6.9,,24.9,,0.0,,0.0,,0.0,,0.0,,,,33,,38,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-15,2022,12,15,,2.5,,-4.8,,-1.2,,19.2,,0.0,,0.0,,1.0,,1.4,,3,,8,,53,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-16,2022,12,16,,0.2,,-0.8,,-0.3,,18.3,,0.0,,0.0,,33.2,,19.0,,11,,6,,55,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-17,2022,12,17,,0.4,,-2.3,,-1.0,,19.0,,0.0,,0.0,,3.2,,2.4,,38,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-18,2022,12,18,,-1.3,,-8.0,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,36,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-19,2022,12,19,,-1.0,,-8.8,,-4.9,,22.9,,0.0,,0.0,,0.0,T,0.0,T,32,,28,,37,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-20,2022,12,20,,-4.5,,-9.9,,-7.2,,25.2,,0.0,,0.0,,0.2,,0.0,T,30,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-21,2022,12,21,,-0.5,,-10.4,,-5.5,,23.5,,0.0,,0.0,,0.0,,0.0,,27,,24,,39,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-22,2022,12,22,,-1.3,,-12.0,,-6.7,,24.7,,0.0,,5.4,,1.6,,7.0,,26,,7,,60,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-23,2022,12,23,,2.5,,-10.4,,-4.0,,22.0,,0.0,,4.6,,13.0,,12.8,,30,,7,,86,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-24,2022,12,24,,-7.3,,-10.6,,-9.0,,27.0,,0.0,,0.0,,12.9,,4.3,,40,,22,,86,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-25,2022,12,25,,-4.7,,-8.8,,-6.8,,24.8,,0.0,,0.0,,0.4,,0.2,,44,,26,,53,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-26,2022,12,26,,-3.6,,-9.9,,-6.8,,24.8,,0.0,,0.0,,1.4,,0.2,,43,,23,,36,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-27,2022,12,27,,-4.0,,-10.1,,-7.1,,25.1,,0.0,,0.0,,2.0,,0.6,,43,,28,,35,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-28,2022,12,28,,0.1,,-5.3,,-2.6,,20.6,,0.0,,0.0,,15.1,,12.1,,49,,,M,,M
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-29,2022,12,29,,7.5,,-4.6,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,53,,18,,42,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-30,2022,12,30,,9.8,,5.1,,7.5,,10.5,,0.0,,1.5,,0.0,,1.5,,41,,22,,34,
-75.67,45.32,OTTAWA INTL A,6106001,2022-12-31,2022,12,31,,7.0,,2.5,,4.8,,13.2,,0.0,,28.0,,0.0,,28.0,,26,,,M,,M
